D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_35_982.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_35_982.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_35_982.jpg,0,0,0,1.033735E-05
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_35_998.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_35_998.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_35_998.jpg,0,0,0,1.23231E-05
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_064.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_064.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_064.jpg,0,0,0,1.069982E-05
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_134.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_134.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_134.jpg,0,0.1229796,0,0.03157121
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_202.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_202.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_202.jpg,0,0.3034896,0,0.1959185
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_270.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_270.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_270.jpg,0,0.5467626,0,0.622106
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_336.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_336.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_336.jpg,0,0.7291722,0,1.105522
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_403.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_403.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_403.jpg,0,0.9121512,0,1.690418
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_471.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_471.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_471.jpg,0,1,0,2.594415
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_537.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_537.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_537.jpg,0,1,0,3.29814
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_605.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_605.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_605.jpg,0,1,0,4.005273
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_677.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_677.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_677.jpg,-0.15,1,0,4.935632
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_749.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_749.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_749.jpg,-0.35,1,0,5.843888
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_816.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_816.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_816.jpg,-0.5000001,1,0,6.508434
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_887.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_887.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_887.jpg,0,1,0,7.168781
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_36_958.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_36_958.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_36_958.jpg,0,1,0,8.075258
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_030.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_030.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_030.jpg,0,1,0,8.976769
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_099.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_099.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_099.jpg,0,1,0,9.648457
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_171.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_171.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_171.jpg,-0.1,1,0,10.5357
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_242.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_242.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_242.jpg,-0.25,1,0,11.18124
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_314.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_314.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_314.jpg,0,1,0,12.09785
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_381.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_381.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_381.jpg,0,1,0,12.38943
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_449.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_449.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_449.jpg,-0.05,1,0,13.52511
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_519.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_519.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_519.jpg,-0.2,1,0,14.13975
D:\Projects\Self Driving Car\DataSets\IMG\center_2021_03_23_22_22_37_592.jpg,D:\Projects\Self Driving Car\DataSets\IMG\left_2021_03_23_22_22_37_592.jpg,D:\Projects\Self Driving Car\DataSets\IMG\right_2021_03_23_22_22_37_592.jpg,-0.4,1,0,14.8949
